,index,DATE ADDED TO CATALOG,PUBMEDID,FIRST AUTHOR,DATE,JOURNAL,LINK,STUDY,DISEASE/TRAIT,INITIAL SAMPLE SIZE,REPLICATION SAMPLE SIZE,REGION,CHR_ID,CHR_POS,REPORTED GENE(S),MAPPED_GENE,UPSTREAM_GENE_ID,DOWNSTREAM_GENE_ID,SNP_GENE_IDS,UPSTREAM_GENE_DISTANCE,DOWNSTREAM_GENE_DISTANCE,STRONGEST SNP-RISK ALLELE,SNPS,MERGED,SNP_ID_CURRENT,CONTEXT,INTERGENIC,RISK ALLELE FREQUENCY,P-VALUE,PVALUE_MLOG,P-VALUE (TEXT),OR or BETA,95% CI (TEXT),PLATFORM [SNPS PASSING QC],CNV
548,23766,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"88,192 cases, 162,544 controls","34,541 cases, 261,984 controls",4q32.3,4,168766574,PALLD,PALLD,,,23022,,,rs7696431-T,rs7696431,0,7696431.0,intron_variant,0.0,0.5093,3e-08,7.522878745280337,,0.0351,[0.023-0.047] unit increase,NR [8041861] (imputed),N
402,1302,2009-04-01,19198611,Tregouet DA,2009-02-08,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/19198611,Genome-wide haplotype association study identifies the SLC22A3-LPAL2-LPA gene cluster as a risk locus for coronary artery disease.,Coronary heart disease,"1,926 European ancestry cases, 2,938 European ancestry controls","7,073 European ancestry cases, 7,325 European ancestry controls",6q25.3,6;6;6;6,160541471;160548706;160486102;160442500,"SLC22A3, LPAL2, LPA",LPA; LPA; LPAL2; SLC22A3,,,,,,rs7767084-T; rs10755578-G; rs3127599-T; rs2048327-C,rs7767084; rs10755578; rs3127599; rs2048327,0,,intron_variant; intron_variant; intron_variant; intron_variant,,0.16,1e-09,9.0,,1.2,[1.13-1.28],Affymetrix [~ 500000],N
155,1303,2009-04-01,19198611,Tregouet DA,2009-02-08,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/19198611,Genome-wide haplotype association study identifies the SLC22A3-LPAL2-LPA gene cluster as a risk locus for coronary artery disease.,Coronary heart disease,"1,926 European ancestry cases, 2,938 European ancestry controls","7,073 European ancestry cases, 7,325 European ancestry controls",6q25.3,6;6;6;6,160541471;160548706;160486102;160442500,"SLC22A3, LPAL2, LPA",LPA; LPA; LPAL2; SLC22A3,,,,,,rs7767084-T; rs10755578-C; rs3127599-C; rs2048327-C,rs7767084; rs10755578; rs3127599; rs2048327,0,,intron_variant; intron_variant; intron_variant; intron_variant,,0.02,3.9999999999999995e-15,14.397940008672034,,1.82,[1.57-2.12],Affymetrix [~ 500000],N
137,21041,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"up to 122,733 cases, up to 424,528 controls",,14q32.2,14,99682624,"CYP46A1, HHIPL1, MIR5698",HHIPL1 - CYP46A1,84439.0,10858.0,,2055.0,1638.0,rs8003602-T,rs8003602,0,8003602.0,upstream_gene_variant,1.0,0.2681,3e-16,15.522878745280336,,0.0539,[0.041-0.067] unit decrease,Affymetrix [at least 7947838] (imputed),N
140,23626,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"34,541 cases, 261,984 controls","88,192 cases, 162,544 controls",14q32.2,14,99682624,"CYP46A1, HHIPL1, MIR5698",HHIPL1 - CYP46A1,84439.0,10858.0,,2055.0,1638.0,rs8003602-T,rs8003602,0,8003602.0,upstream_gene_variant,1.0,0.269,5e-16,15.301029995663981,,0.061,[0.045-0.077] unit decrease,Affymetrix [7947838] (imputed),N
566,32211,2016-09-12,26343387,Nikpay M,2015-09-07,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/26343387,A comprehensive 1000 Genomes-based genome-wide association meta-analysis of coronary artery disease.,Coronary artery disease,"42,096 European ancestry cases, 361 African American cases, 758 Hispanic American cases, 12,658 South Asian ancestry cases, 1,802 Lebanese ancestry cases, 3,614 East Asian ancestry cases, 99,121 European ancestry controls, 2,778 African American controls, 3,337 Hispanic American controls, 12,899 South Asian ancestry controls, 466 Lebanese ancestry controls, 7,709 East Asian ancestry controls",,15q26.1,15,89030987,"MFGE8, ABHD2",LOC100129942 - LOC102724566,100129942.0,102724566.0,,40614.0,10041.0,rs8042271-G,rs8042271,0,8042271.0,intergenic_variant,1.0,0.9,4e-08,7.397940008672037,(additive model),1.1,[1.06-1.14],"Affymetrix, Illumina [8600000] (imputed)",N
572,23900,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"88,192 cases, 162,544 controls","34,541 cases, 261,984 controls",15q26.1,15,89030987,intergenic,LOC100129942 - LOC102724566,100129942.0,102724566.0,,40614.0,10041.0,rs8042271-A,rs8042271,0,8042271.0,intergenic_variant,1.0,0.08,5e-08,7.301029995663981,,0.0746,[0.048-0.101] unit decrease,NR [8041861] (imputed),N
436,23731,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"88,192 cases, 162,544 controls","34,541 cases, 261,984 controls",2q32.1,2,187331742,intergenic,LOC105373786,,,105373786,,,rs840616-T,rs840616,0,840616.0,intron_variant,0.0,0.3542,3e-09,8.522878745280337,,0.0402,[0.027-0.054] unit decrease,NR [8041861] (imputed),N
693,4294,2011-04-11,21378988,The Coronary Artery Disease (C4D) Genetics Consortium,2011-03-06,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/21378988,A genome-wide association study in Europeans and South Asians identifies five new loci for coronary artery disease.,Coronary heart disease,"8,424 European ancestry cases, 7,268 European ancestry controls, 6,996 South Asian ancestry cases, 7,794 South Asian ancestry controls","18,049 European ancestry cases, 16,357 European ancestry controls, 3,359 South Asian ancestry cases, 2,828 South Asian ancestry controls",2q32.1,2,187331742,intergenic,LOC105373786,,,105373786,,,rs840616-?,rs840616,0,840616,intron_variant,0.0,NR,7e-07,6.154901959985742,,,,Illumina [574919],N
249,23938,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"88,192 cases, 162,544 controls","34,541 cases, 261,984 controls",20q11.22,20,35176751,PROCR,PROCR,,,10544,,,rs867186-A,rs867186,0,867186.0,missense_variant,0.0,0.8948,5.0000000000000005e-12,11.301029995663981,,0.063,[0.045-0.081] unit increase,NR [8041861] (imputed),N
255,21054,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"up to 122,733 cases, up to 424,528 controls",,20q11.22,20,35176751,PROCR,PROCR,,,10544,,,rs867186-A,rs867186,0,867186.0,missense_variant,0.0,0.8971,7e-12,11.154901959985745,,0.0573,[0.041-0.074] unit increase,Affymetrix [at least 7947838] (imputed),N
300,21068,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"up to 122,733 cases, up to 424,528 controls",,13q12.3,13,28399484,FLT1,FLT1,,,2321,,,rs9319428-A,rs9319428,0,9319428.0,intron_variant,0.0,0.3121,5e-11,10.30102999566398,,0.036000000000000004,[0.025-0.047] unit increase,Affymetrix [at least 7947838] (imputed),N
261,23885,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"88,192 cases, 162,544 controls","34,541 cases, 261,984 controls",13q12.3,13,28399484,FLT1,FLT1,,,2321,,,rs9319428-A,rs9319428,0,9319428.0,intron_variant,0.0,0.3153,1.0000000000000001e-11,11.0,,0.0404,[0.029-0.052] unit increase,NR [8041861] (imputed),N
111,23639,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"34,541 cases, 261,984 controls","88,192 cases, 162,544 controls",10p11.23,10,30028144,KIAA1462,KIAA1462,,,57608,,,rs9337951-A,rs9337951,0,9337951.0,synonymous_variant,0.0,0.315,1e-17,17.0,,0.062,[0.048-0.076] unit increase,Affymetrix [7947838] (imputed),N
118,21075,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"up to 122,733 cases, up to 424,528 controls",,10p11.23,10,30028144,KIAA1462,KIAA1462,,,57608,,,rs9337951-A,rs9337951,0,9337951.0,synonymous_variant,0.0,0.3178,2e-17,16.69897000433602,,0.0543,[0.042-0.067] unit increase,Affymetrix [at least 7947838] (imputed),N
9,23686,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"34,541 cases, 261,984 controls","88,192 cases, 162,544 controls",6p24.1,6,12903725,PHACTR1,PHACTR1,,,221692,,,rs9349379-A,rs9349379,0,9349379.0,intron_variant,0.0,0.588,2.9999999999999994e-77,76.52287874528034,,0.121,[0.11-0.13] unit decrease,Affymetrix [7947838] (imputed),N
390,5937,2012-08-08,22745674,Hager J,2012-06-20,PLoS One,www.ncbi.nlm.nih.gov/pubmed/22745674,Genome-wide association study in a Lebanese cohort confirms PHACTR1 as a major determinant of coronary artery stenosis.,Coronary heart disease,"1,949 Middle Eastern ancestry individuals","2,547 Middle Eastern ancestry individuals",6p24.1,6,12903725,PHACTR1,PHACTR1,,,221692,,,rs9349379-G,rs9349379,0,9349379,intron_variant,0.0,0.349,8e-10,9.096910013008056,(CAD),1.338,[1.22-1.47],Illumina [513079],N
252,6243,2012-08-08,22745674,Hager J,2012-06-20,PLoS One,www.ncbi.nlm.nih.gov/pubmed/22745674,Genome-wide association study in a Lebanese cohort confirms PHACTR1 as a major determinant of coronary artery stenosis.,Coronary heart disease,"1,949 Middle Eastern ancestry individuals","2,547 Middle Eastern ancestry individuals",6p24.1,6,12903725,PHACTR1,PHACTR1,,,221692,,,rs9349379-G,rs9349379,0,9349379,intron_variant,0.0,0.349,5.9999999999999995e-12,11.221848749616356,(LAD),1.187,[1.22-1.44],Illumina [513079],N
658,6244,2012-08-08,22745674,Hager J,2012-06-20,PLoS One,www.ncbi.nlm.nih.gov/pubmed/22745674,Genome-wide association study in a Lebanese cohort confirms PHACTR1 as a major determinant of coronary artery stenosis.,Coronary heart disease,"1,949 Middle Eastern ancestry individuals","2,547 Middle Eastern ancestry individuals",6p24.1,6,12903725,PHACTR1,PHACTR1,,,221692,,,rs9349379-G,rs9349379,0,9349379,intron_variant,0.0,0.349,4e-07,6.3979400086720375,(RCA),1.23,[1.14-1.33],Illumina [513079],N
11,21025,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"up to 122,733 cases, up to 424,528 controls",,6p24.1,6,12903725,PHACTR1,PHACTR1,,,221692,,,rs9349379-A,rs9349379,0,9349379.0,intron_variant,0.0,0.5907,2.999999999999999e-76,75.52287874528034,,0.1072,[0.096-0.119] unit decrease,Affymetrix [at least 7947838] (imputed),N
433,6689,2012-09-20,22751097,Lu X,2012-07-01,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/22751097,Genome-wide association study in Han Chinese identifies four new susceptibility loci for coronary artery disease.,Coronary heart disease,"1,515 Han Chinese ancestry cases, 5,019 Han Chinese ancestry controls","15,460 Han Chinese ancestry cases, 11,472 Han Chinese ancestry controls",6p24.1,6,12903725,PHACTR1,PHACTR1,,,221692,,,rs9349379-G,rs9349379,0,9349379,intron_variant,0.0,0.74,2e-09,8.698970004336019,,1.15,[1.10-1.21],Affymetrix [~ 2200000] (imputed),N
18,32219,2016-09-12,26343387,Nikpay M,2015-09-07,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/26343387,A comprehensive 1000 Genomes-based genome-wide association meta-analysis of coronary artery disease.,Coronary artery disease,"42,096 European ancestry cases, 361 African American cases, 758 Hispanic American cases, 12,658 South Asian ancestry cases, 1,802 Lebanese ancestry cases, 3,614 East Asian ancestry cases, 99,121 European ancestry controls, 2,778 African American controls, 3,337 Hispanic American controls, 12,899 South Asian ancestry controls, 466 Lebanese ancestry controls, 7,709 East Asian ancestry controls",,6p24.1,6,12903725,PHACTR1,PHACTR1,,,221692,,,rs9349379-G,rs9349379,0,9349379.0,intron_variant,0.0,0.431606,2e-42,41.698970004336026,,1.14,[1.12- 1.16],"Affymetrix, Illumina [8600000] (imputed)",N
56,4290,2011-04-11,21378988,The Coronary Artery Disease (C4D) Genetics Consortium,2011-03-06,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/21378988,A genome-wide association study in Europeans and South Asians identifies five new loci for coronary artery disease.,Coronary heart disease,"8,424 European ancestry cases, 7,268 European ancestry controls, 6,996 South Asian ancestry cases, 7,794 South Asian ancestry controls","18,049 European ancestry cases, 16,357 European ancestry controls, 3,359 South Asian ancestry cases, 2,828 South Asian ancestry controls",6p24.1,6,12903725,PHACTR1,PHACTR1,,,221692,,,rs9349379-?,rs9349379,0,9349379,intron_variant,0.0,NR,9e-26,25.045757490560675,,,,Illumina [574919],N
55,3080,2011-09-06,21846871,Mehta NN,2011-08-01,Circ Cardiovasc Genet,www.ncbi.nlm.nih.gov/pubmed/21846871,A genome-wide association study in europeans and South asians identifies 5 new Loci for coronary artery disease.,Coronary heart disease,"8,424 European ancestry cases, 6,996 South Asian ancestry cases, 15,062 controls","21,408 cases, 19,185 controls",6p24.1,6,12903725,PHACTR1,PHACTR1,,,221692,,,rs9349379-?,rs9349379,0,9349379,intron_variant,0.0,NR,9e-26,25.045757490560675,,,,Illumina [~ 57500],N
10,23779,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"88,192 cases, 162,544 controls","34,541 cases, 261,984 controls",6p24.1,6,12903725,PHACTR1,PHACTR1,,,221692,,,rs9349379-A,rs9349379,0,9349379.0,intron_variant,0.0,0.5876,2.9999999999999994e-77,76.52287874528034,,0.1205,[0.11-0.13] unit decrease,NR [8041861] (imputed),N
245,21006,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"up to 122,733 cases, up to 424,528 controls",,9q31.2,9,107755513,intergenic,LOC105376208,,,105376208,,,rs944172-T,rs944172,0,944172.0,regulatory_region_variant,0.0,0.7197,4e-12,11.397940008672034,,0.0395,[0.028-0.051] unit decrease,Affymetrix [at least 7947838] (imputed),N
263,23835,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"88,192 cases, 162,544 controls","34,541 cases, 261,984 controls",9q31.2,9,107755513,intergenic,LOC105376208,,,105376208,,,rs944172-T,rs944172,0,944172.0,regulatory_region_variant,0.0,0.7197,1.0000000000000001e-11,11.0,,0.0422,[0.03-0.054] unit decrease,NR [8041861] (imputed),N
81,21078,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"up to 122,733 cases, up to 424,528 controls",,13q34,13,110397276,COL4A2,COL4A2,,,1284,,,rs9515203-T,rs9515203,0,9515203.0,intron_variant,0.0,0.7392,4e-23,22.397940008672037,,0.0596,[0.048-0.071] unit increase,Affymetrix [at least 7947838] (imputed),N
74,23889,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"88,192 cases, 162,544 controls","34,541 cases, 261,984 controls",13q34,13,110397276,COL4A2,COL4A2,,,1284,,,rs9515203-T,rs9515203,0,9515203.0,intron_variant,0.0,0.7393,5.999999999999999e-24,23.22184874961636,,0.0675,[0.054-0.081] unit increase,NR [8041861] (imputed),N
73,23656,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"34,541 cases, 261,984 controls","88,192 cases, 162,544 controls",13q34,13,110397276,COL4A2,COL4A2,,,1284,,,rs9515203-T,rs9515203,0,9515203.0,intron_variant,0.0,0.739,5.999999999999999e-24,23.22184874961636,,0.068,[0.054-0.082] unit increase,Affymetrix [7947838] (imputed),N
164,23870,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"88,192 cases, 162,544 controls","34,541 cases, 261,984 controls",11q23.3,11,116778201,"BUD13, ZPR1",ZPR1,,,8882,,,rs964184-C,rs964184,0,964184.0,3_prime_UTR_variant,0.0,0.8608,7.999999999999999e-15,14.096910013008056,,0.0705,[0.053-0.088] unit decrease,NR [8041861] (imputed),N
165,23618,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"34,541 cases, 261,984 controls","88,192 cases, 162,544 controls",11q23.3,11,116778201,"BUD13, ZPR1",ZPR1,,,8882,,,rs964184-C,rs964184,0,964184.0,3_prime_UTR_variant,0.0,0.861,7.999999999999999e-15,14.096910013008056,,0.071,[0.053-0.089] unit decrease,Affymetrix [7947838] (imputed),N
112,4104,2011-04-11,21378990,Schunkert H,2011-03-06,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/21378990,Large-scale association analysis identifies 13 new susceptibility loci for coronary artery disease.,Coronary heart disease,"22,233 European ancestry cases, 64,762 European ancestry controls","56,682 European ancestry cases and controls",11q23.3,11,116778201,"ZNF259, APOA1, APOC3, APOA4, APOA5",ZPR1,,,8882,,,rs964184-G,rs964184,0,964184,3_prime_UTR_variant,0.0,0.13,1e-17,17.0,,1.13,[1.10-1.16],"Affymetrix, Illumina [~ 2300000] (imputed)",N
44,21095,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"up to 122,733 cases, up to 424,528 controls",,11q22.3,11,103789839,intergenic,LOC105369463 - LOC102723862,105369463.0,102723862.0,,138559.0,52933.0,rs974819-T,rs974819,0,974819.0,intron_variant,1.0,0.3082,1e-28,28.0,,0.0614,[0.051-0.072] unit increase,Affymetrix [at least 7947838] (imputed),N
43,23867,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"88,192 cases, 162,544 controls","34,541 cases, 261,984 controls",11q22.3,11,103789839,intergenic,LOC105369463 - LOC102723862,105369463.0,102723862.0,,138559.0,52933.0,rs974819-T,rs974819,0,974819.0,intron_variant,1.0,0.3098,5.999999999999999e-29,28.22184874961636,,0.0674,[0.056-0.079] unit increase,NR [8041861] (imputed),N
429,4119,2011-04-11,21378988,The Coronary Artery Disease (C4D) Genetics Consortium,2011-03-06,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/21378988,A genome-wide association study in Europeans and South Asians identifies five new loci for coronary artery disease.,Coronary heart disease,"8,424 European ancestry cases, 7,268 European ancestry controls, 6,996 South Asian ancestry cases, 7,794 South Asian ancestry controls","18,049 European ancestry cases, 16,357 European ancestry controls, 3,359 South Asian ancestry cases, 2,828 South Asian ancestry controls",11q22.3,11,103789839,PDGFD,LOC105369463 - LOC102723862,105369463.0,102723862.0,,138559.0,52933.0,rs974819-T,rs974819,0,974819,intron_variant,1.0,0.32,2e-09,8.698970004336019,,1.07,[1.04-1.09],Illumina [574919],N
605,44134,2014-07-23,24262325,Dichgans M,2013-11-21,Stroke,www.ncbi.nlm.nih.gov/pubmed/24262325,Shared genetic susceptibility to ischemic stroke and coronary artery disease: a genome-wide analysis of common variants.,Coronary artery disease,"33,398 cases, 75,726 controls",,3q22.3,3,138403280,MRAS,MRAS,,,22808,,,rs9818870-T,rs9818870,0,9818870.0,3_prime_UTR_variant,0.0,NR,1e-07,7.0,,1.11,[1.07-1.15],Illumina [575000] (imputed),N
220,1221,2009-03-01,19198612,Erdmann J,2009-02-08,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/19198612,New susceptibility locus for coronary artery disease on chromosome 3q22.3.,Coronary heart disease,"1,222 European ancestry cases, 1,298 European ancestry controls","18,185 European ancestry cases, 20,068 European ancestry controls",3q22.3,3,138403280,MRAS,MRAS,,,22808,,,rs9818870-T,rs9818870,0,9818870,3_prime_UTR_variant,0.0,0.15,6.999999999999999e-13,12.154901959985745,,1.15,[1.11-1.19],Affymetrix [567119],N
418,23965,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"up to 122,733 cases, up to 424,528 controls",,18q21.1,18,49703347,intergenic,LOC105372112,,,105372112,,,rs9964304-A,rs9964304,0,9964304.0,intergenic_variant,0.0,0.716,1e-09,9.0,,0.0382,[0.026-0.051] unit decrease,Affymetrix [at least 7947838] (imputed),N
399,23541,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"34,541 cases, 261,984 controls","88,192 cases, 162,544 controls",18q21.1,18,49703347,intergenic,LOC105372112,,,105372112,,,rs9964304-A,rs9964304,0,9964304.0,intergenic_variant,0.0,0.714,1e-09,9.0,,0.043,[0.029-0.057] unit decrease,Affymetrix [7947838] (imputed),N
356,4309,2011-04-11,21378990,Schunkert H,2011-03-06,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/21378990,Large-scale association analysis identifies 13 new susceptibility loci for coronary artery disease.,Coronary heart disease,"22,233 European ancestry cases, 64,762 European ancestry controls","56,682 European ancestry cases and controls",21q22.11,21,34226827,MRPS6,LINC00310 - LOC105372791,114036.0,105372791.0,,36908.0,126210.0,rs9982601-T,rs9982601,0,9982601,intron_variant,1.0,0.15,4e-10,9.397940008672037,,1.18,[1.12-1.24],"Affymetrix, Illumina [~ 2300000] (imputed)",N
349,44127,2014-07-23,24262325,Dichgans M,2013-11-21,Stroke,www.ncbi.nlm.nih.gov/pubmed/24262325,Shared genetic susceptibility to ischemic stroke and coronary artery disease: a genome-wide analysis of common variants.,Coronary artery disease,"33,398 cases, 75,726 controls",,21q22.11,21,34226827,KCNE2,LINC00310 - LOC105372791,114036.0,105372791.0,,36908.0,126210.0,rs9982601-T,rs9982601,0,9982601.0,intron_variant,1.0,NR,3e-10,9.522878745280336,,1.18,[1.12-1.24],Illumina [575000] (imputed),N
